rpm,speed,throttle_pos,fuel_status,maf,
16:46:50.378550,757,0.0,1.17647058824,0200,0.363759
16:46:51.382365,768,0.0,1.17647058824,0200,0.363759
16:46:52.336263,750,0.0,1.17647058824,0200,0.363759
16:46:53.341029,749,0.0,1.17647058824,0200,0.429897
16:46:54.347541,743,0.0,1.56862745098,0200,0.396828
16:46:55.689796,751,0.0,1.56862745098,0200,0.396828
16:46:56.688629,764,0.0,1.56862745098,0200,0.562173
16:46:57.812557,720,0.0,2.74509803922,0200,0.694449
16:46:58.762295,660,0.0,4.3137254902,0200,0.826725
16:46:59.717563,655,0.0,4.70588235294,0200,0.859794
16:47:0.713531,627,1.86451211933,3.52941176471,0200,0.462966
16:47:1.666045,990,3.10752019888,2.35294117647,0200,0.496035
16:47:2.627419,805,3.10752019888,5.09803921569,0400,0.694449
16:47:3.623548,692,3.10752019888,3.13725490196,0200,0.562173
16:47:4.539885,930,3.10752019888,2.35294117647,0200,0.462966
16:47:5.482286,874,3.10752019888,3.13725490196,0200,0.396828
16:47:6.569891,746,1.86451211933,3.92156862745,0200,0.925932
16:47:7.524798,673,3.10752019888,5.09803921569,0200,0.892863
16:47:8.426266,941,4.35052827843,5.88235294118,0200,1.091277
16:47:9.497450,1244,6.21504039776,6.27450980392,0200,1.488105
16:47:10.466143,1507,7.45804847732,9.01960784314,0200,1.785726
16:47:11.429780,1890,9.32256059664,9.80392156863,0200,2.083347
16:47:12.432544,2186,11.187072716,3.13725490196,0200,0.496035
16:47:13.336044,1383,11.187072716,4.70588235294,0200,2.215623
16:47:14.298749,1359,12.4300807955,9.80392156863,0200,1.355829
16:47:15.302341,1521,13.6730888751,8.62745098039,0200,2.017209
16:47:16.228771,1648,14.2945929149,10.5882352941,0200,2.149485
16:47:17.413739,1856,16.780609074,6.66666666667,0200,0.760587
16:47:18.534994,1897,16.780609074,2.74509803922,0200,0.595242
16:47:19.508518,1825,16.780609074,3.13725490196,0200,0.826725
16:47:20.431314,1757,16.1591050342,5.09803921569,0200,1.058208
16:47:21.464900,1760,16.1591050342,6.27450980392,0200,1.421967
16:47:22.377480,1803,16.1591050342,7.05882352941,0200,1.455036
16:47:23.321136,1860,16.780609074,5.49019607843,0200,0.959001
16:47:24.367522,1854,16.780609074,4.3137254902,0200,0.826725
16:47:25.316018,1832,16.780609074,6.66666666667,0200,1.488105
16:47:26.472503,1835,16.780609074,6.27450980392,0200,1.223553
16:47:27.907283,1837,NODATA,7.05882352941,0200,1.289691
16:47:29.372313,1846,16.780609074,5.09803921569,0200,0.760587
16:47:30.335216,1796,16.1591050342,3.13725490196,0200,0.595242
16:47:31.183543,1696,15.5376009944,2.74509803922,0200,0.628311
16:47:32.30000,1623,14.2945929149,2.74509803922,0200,0.496035
16:47:32.874771,1534,13.6730888751,2.35294117647,0200,0.496035
16:47:33.723745,1428,13.0515848353,1.96078431373,0200,0.529104
16:47:34.594780,1298,12.4300807955,3.13725490196,0200,0.760587
16:47:35.872530,1311,11.187072716,3.92156862745,0200,0.925932
16:47:36.718601,1326,11.187072716,7.45098039216,0200,1.488105
16:47:37.562589,1415,13.0515848353,5.88235294118,0200,1.223553
16:47:38.811021,1506,13.0515848353,16.4705882353,0200,3.141555
16:47:39.657558,1654,14.2945929149,98.0392156863,0200,4.166694
16:47:40.501007,1873,16.780609074,100.0,0200,5.191833
16:47:41.345238,2122,18.6451211933,100.0,0200,6.746076
16:47:42.188508,2364,20.5096333126,100.0,0200,8.399526
16:47:43.30126,2623,22.9956494717,100.0,0200,10.019907
16:47:43.868718,2922,26.1031696706,100.0,0200,12.500082
16:47:44.713744,3273,28.5891858297,100.0,2200,14.285808
16:47:45.557358,3470,32.3182100684,4.3137254902,0200,1.355829
16:47:46.397363,3273,31.0752019888,4.3137254902,0400,0.859794
16:47:47.250664,2978,27.9676817899,4.3137254902,0400,0.892863
16:47:48.96009,2696,25.4816656308,3.92156862745,0400,0.793656
16:47:48.937614,2404,22.9956494717,3.52941176471,0400,0.727518
16:47:49.782269,2086,19.8881292728,3.13725490196,0400,0.760587
16:47:50.624740,1874,17.4021131137,10.1960784314,0200,2.248692
16:47:51.468511,1813,16.780609074,19.2156862745,0200,3.736797
16:47:52.315233,1917,16.780609074,92.5490196078,0200,5.158764
